"cardId"	"name"	"cardSet"	"type"	"faction"	"rarity"	"health"	"collectible"	"playerClass"	"img"	"imgGold"	"locale"	"cost"	"text"	"flavor"	"artist"	"howToGet"	"howToGetGold"	"mechanics"	"attack"	"inPlayText"	"race"	"durability"	"elite"
"228"	"EX1_608"	"Sorcerer's Apprentice"	"Classic"	"Minion"	"Neutral"	"Common"	"2"	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_608.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_608_premium.gif"	"enUS"	"2"	"Your spells cost (1) less."	"Apprentices are great for bossing around.  \"Conjure me some mana buns! And a coffee!  Make that a mana coffee!\""	"Alex Horley Orlandelli"	NA	NA	"Aura"	"3"	NA	NA	NA	NA
"229"	"EX1_247"	"Stormforged Axe"	"Classic"	"Weapon"	"Neutral"	"Common"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_247.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_247_premium.gif"	"enUS"	"2"	"<b>Overload:</b> (1)"	"Yo, that's a nice axe."	"Nate Bowden"	NA	NA	"Overload"	"2"	NA	NA	"3"	NA
"230"	"EX1_058"	"Sunfury Protector"	"Classic"	"Minion"	"Alliance"	"Rare"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_058.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_058_premium.gif"	"enUS"	"2"	"<b>Battlecry:</b> Give adjacent minions <b>Taunt</b>."	"She carries a shield, but only so she can give it to someone she can stand behind."	"James Ryman"	NA	NA	"Battlecry"	"2"	NA	NA	NA	NA
"231"	"NEW1_020"	"Wild Pyromancer"	"Classic"	"Minion"	NA	"Rare"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_020.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_020_premium.gif"	"enUS"	"2"	"After you cast a spell, deal 1 damage to ALL minions."	"BOOM BABY BOOM!  BAD IS GOOD!  DOWN WITH GOVERNMENT!"	"Alex Horley Orlandelli"	NA	NA	NA	"3"	NA	NA	NA	NA
"232"	"EX1_154"	"Wrath"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Druid"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_154.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_154_premium.gif"	"enUS"	"2"	"<b>Choose One</b> - Deal $3 damage to a minion; or $1 damage and draw a card."	"The talk around the Ratchet Inn is that this card is too good and should be a Legendary."	"Raymond Swanland"	NA	NA	NA	NA	NA	NA	NA	NA
"233"	"EX1_049"	"Youthful Brewmaster"	"Classic"	"Minion"	"Alliance"	"Common"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_049.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_049_premium.gif"	"enUS"	"2"	"<b>Battlecry:</b> Return a friendly minion from the battlefield to your hand."	"His youthful enthusiasm doesn’t always equal excellence in his brews.   Don’t drink the Mogu Stout!"	"Wei Wang"	NA	NA	"Battlecry"	"3"	NA	NA	NA	NA
"234"	"EX1_007"	"Acolyte of Pain"	"Classic"	"Minion"	NA	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_007.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_007_premium.gif"	"enUS"	"3"	"Whenever this minion takes damage, draw a card."	"He trained when he was younger to be an acolyte of joy, but things didn’t work out like he thought they would."	"Dave Kendall"	NA	NA	NA	"1"	NA	NA	NA	NA
"235"	"EX1_006"	"Alarm-o-Bot"	"Classic"	"Minion"	NA	"Rare"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_006.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_006_premium.gif"	"enUS"	"3"	"At the start of your turn, swap this minion with a random one in your hand."	"WARNING.  WARNING.  WARNING."	"Sean O’Daniels"	NA	NA	NA	"0"	NA	"Mech"	NA	NA
"236"	"EX1_382"	"Aldor Peacekeeper"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_382.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_382_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Change an enemy minion's Attack to 1."	"The Aldor hate two things: the Scryers and smooth jazz."	"Dany Orizio"	NA	NA	"Battlecry"	"3"	NA	NA	NA	NA
"237"	"EX1_089"	"Arcane Golem"	"Classic"	"Minion"	"Neutral"	"Rare"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_089.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_089_premium.gif"	"enUS"	"3"	"<b>Charge</b>. <b>Battlecry:</b> Give your opponent a Mana Crystal."	"Having Arcane golems at home really classes up the place, and as a bonus they are great conversation pieces."	"Sedhayu Ardian"	NA	NA	"Charge"	"4"	NA	NA	NA	NA
"238"	"EX1_005"	"Big Game Hunter"	"Classic"	"Minion"	NA	"Epic"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_005.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_005_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Destroy a minion with an Attack of 7 or more."	"Mere devilsaurs no longer excite him.  Soon he'll be trying to catch Onyxia with only a dull Krol Blade."	"Chris Seaman"	NA	NA	"Battlecry"	"4"	NA	NA	NA	NA
"239"	"EX1_590"	"Blood Knight"	"Classic"	"Minion"	"Neutral"	"Epic"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_590.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_590_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> All minions lose <b>Divine Shield</b>. Gain +3/+3 for each Shield lost."	"The Blood Knights get their holy powers from the Sunwell, which you should NOT bathe in."	"Trent Kaniuga"	NA	NA	"Battlecry"	"3"	NA	NA	NA	NA
"240"	"EX1_050"	"Coldlight Oracle"	"Classic"	"Minion"	"Neutral"	"Rare"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_050.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_050_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Each player draws 2 cards."	"They can see the future.   In that future both players draw more cards.   Spoooky."	"Steve Prescott"	NA	NA	"Battlecry"	"2"	NA	"Murloc"	NA	NA
"241"	"EX1_103"	"Coldlight Seer"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_103.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_103_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Give ALL other Murlocs +2 Health."	"The Coldlight murlocs reside in the darkest pits of the Abyssal Depths.  So no, there's no getting away from murlocs."	"Arthur Gimaldinov"	NA	NA	"Battlecry"	"2"	NA	"Murloc"	NA	NA
"242"	"EX1_287"	"Counterspell"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_287.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_287_premium.gif"	"enUS"	"3"	"<b>Secret:</b> When your opponent casts a spell, <b>Counter</b> it."	"What's the difference between a mage playing with Counterspell and a mage who isn't?  The mage who isn't is getting Pyroblasted in the face."	"Jason Chan"	NA	NA	"Secret"	NA	NA	NA	NA	NA
"243"	"EX1_617"	"Deadly Shot"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_617.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_617_premium.gif"	"enUS"	"3"	"Destroy a random enemy minion."	"Accuracy is not a highly valued trait among the mok'nathal.  Deadliness is near the top, though."	"Steve Prescott"	NA	NA	NA	NA	NA	NA	NA	NA
"244"	"EX1_102"	"Demolisher"	"Classic"	"Minion"	"Neutral"	"Rare"	"4"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_102.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_102_premium.gif"	"enUS"	"3"	"At the start of your turn, deal 2 damage to a random enemy."	"Laying siege isn't fun for anyone.  It's not even all that effective, now that everyone has a flying mount."	"Raymond Swanland"	NA	NA	NA	"1"	"Catapult"	"Mech"	NA	NA
"245"	"EX1_349"	"Divine Favor"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_349.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_349_premium.gif"	"enUS"	"3"	"Draw cards until you have as many in hand as your opponent."	"This is not just a favor, but a divine one, like helping someone move a couch with a fold out bed!"	"Lucas Graciano"	NA	NA	NA	NA	NA	NA	NA	NA
"246"	"EX1_536"	"Eaglehorn Bow"	"Classic"	"Weapon"	NA	"Rare"	NA	"TRUE"	"Hunter"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_536.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_536_premium.gif"	"enUS"	"3"	"Whenever a friendly <b>Secret</b> is revealed, gain +1 Durability."	"First Lesson: Put the pointy end in the other guy."	"Cyril Van Der Haegen"	NA	NA	NA	"3"	NA	NA	"2"	NA
"247"	"CS2_117"	"Earthen Ring Farseer"	"Classic"	"Minion"	NA	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_117.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_117_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Restore 3 Health."	"He can see really far, and he doesn't use a telescope like those filthy pirates."	"Alex Horley Orlandelli"	NA	NA	"Battlecry"	"3"	NA	NA	NA	NA
"248"	"EX1_613"	"Edwin VanCleef"	"Classic"	"Minion"	"Neutral"	"Legendary"	"2"	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_613.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_613_premium.gif"	"enUS"	"3"	"<b>Combo:</b> Gain +2/+2 for each card played earlier this turn."	"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind."	"Efrem Palacios"	NA	NA	"Combo"	"2"	NA	NA	NA	"TRUE"
"249"	"EX1_170"	"Emperor Cobra"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_170.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_170_premium.gif"	"enUS"	"3"	"Destroy any minion damaged by this minion."	"The Sholazar Basin is home to a lot of really horrible things. If you're going to visit, wear bug spray.  And plate armor."	"Lars Grant-West"	NA	NA	"Poisonous"	"2"	"Fanged"	"Beast"	NA	NA
"250"	"CS2_053"	"Far Sight"	"Classic"	"Spell"	"Neutral"	"Epic"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_053.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_053_premium.gif"	"enUS"	"3"	"Draw a card. That card costs (3) less."	"Drek'thar can't see, but he can <i>see</i>. You know what I mean? It's ok if you don't."	"Lars Grant-West"	NA	NA	NA	NA	NA	NA	NA	NA
"251"	"EX1_301"	"Felguard"	"Classic"	"Minion"	"Neutral"	"Rare"	"5"	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_301.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_301_premium.gif"	"enUS"	"3"	"<b>Taunt</b>. <b>Battlecry:</b> Destroy one of your Mana Crystals."	"Yes, he'll fight for you.  BUT HE'S NOT GOING TO LIKE IT."	"John Polidora"	NA	NA	"Taunt"	"3"	NA	"Demon"	NA	NA
"252"	"EX1_248"	"Feral Spirit"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_248.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_248_premium.gif"	"enUS"	"3"	"Summon two 2/3 Spirit Wolves with <b>Taunt</b>. <b>Overload:</b> (2)"	"Spirit wolves are like regular wolves with pom-poms."	"Clint Langley"	NA	NA	"Overload"	NA	NA	NA	NA	NA
"253"	"tt_004"	"Flesheating Ghoul"	"Classic"	"Minion"	"Neutral"	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/tt_004.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/tt_004_premium.gif"	"enUS"	"3"	"Whenever a minion dies, gain +1 Attack."	"'Flesheating' is an unfair name.  It's just that there's not really much else for him to eat."	"Alex Horley Orlandelli"	NA	NA	NA	"2"	"Cannibalism"	NA	NA	NA
"254"	"EX1_604"	"Frothing Berserker"	"Classic"	"Minion"	"Neutral"	"Rare"	"4"	"TRUE"	"Warrior"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_604.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_604_premium.gif"	"enUS"	"3"	"Whenever a minion takes damage, gain +1 Attack."	"He used to work as an accountant before he tried his hand at Berserkering."	"Simon Bisley"	NA	NA	NA	"2"	"Berserk"	NA	NA	NA
"255"	"EX1_556"	"Harvest Golem"	"Classic"	"Minion"	"Neutral"	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_556.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_556_premium.gif"	"enUS"	"3"	"<b>Deathrattle:</b> Summon a 2/1 Damaged Golem."	"\"Overheat threshold exceeded. System failure. Wheat clog in port two. Shutting down.\""	"Brian Despain"	NA	NA	"Deathrattle"	"2"	NA	"Mech"	NA	NA
"256"	"EX1_137"	"Headcrack"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_137.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_137_premium.gif"	"enUS"	"3"	"Deal $2 damage to the enemy hero. <b>Combo:</b> Return this to your hand next turn."	"When all else fails, nothing beats a swift whack upside the head."	"James Zhang"	NA	NA	"Combo"	NA	NA	NA	NA	NA
"257"	"EX1_289"	"Ice Barrier"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_289.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_289_premium.gif"	"enUS"	"3"	"<b>Secret:</b> When your hero is attacked, gain 8 Armor."	"This is Rank 1.  Rank 2 is Chocolate Milk Barrier."	"Alex Garner"	NA	NA	"Secret"	NA	NA	NA	NA	NA
"258"	"EX1_295"	"Ice Block"	"Classic"	"Spell"	"Neutral"	"Epic"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_295.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_295_premium.gif"	"enUS"	"3"	"<b>Secret:</b> When your hero takes fatal damage, prevent it and become <b>Immune</b> this turn."	"Ice is nice, and will suffice!"	"Carl Frank"	NA	NA	"Secret"	NA	NA	NA	NA	NA
"259"	"EX1_597"	"Imp Master"	"Classic"	"Minion"	"Neutral"	"Rare"	"5"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_597.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_597_premium.gif"	"enUS"	"3"	"At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp."	"She would enjoy the job a lot more if she just could get the imps to QUIT BITING HER."	"Mark Gibbons"	NA	NA	NA	"1"	"Imp Master"	NA	NA	NA
"260"	"CS2_181"	"Injured Blademaster"	"Classic"	"Minion"	"Horde"	"Rare"	"7"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/CS2_181.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/CS2_181_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Deal 4 damage to HIMSELF."	"He claims it is an old war wound, but we think he just cut himself shaving."	"Samwise"	NA	NA	"Battlecry"	"4"	"Weakened"	NA	NA	NA
"261"	"EX1_017"	"Jungle Panther"	"Classic"	"Minion"	"Horde"	"Common"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_017.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_017_premium.gif"	"enUS"	"3"	"<b>Stealth</b>"	"Stranglethorn is a beautiful place to visit, but you wouldn't want to live there."	"Jaemin Kim"	NA	NA	"Stealth"	"4"	NA	"Beast"	NA	NA
"262"	"EX1_014"	"King Mukla"	"Classic"	"Minion"	NA	"Legendary"	"5"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_014.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_014_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Give your opponent 2 Bananas."	"King Mukla wanders Jaguero Isle, searching for love."	"Sunny Gho"	NA	NA	"Battlecry"	"5"	NA	"Beast"	NA	"TRUE"
"263"	"EX1_612"	"Kirin Tor Mage"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_612.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_612_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> The next <b>Secret</b> you play this turn costs (0)."	"The Kirin Tor reside in the floating city of Dalaran.  How do you make a Dalaran float?  Two scoops of ice cream, one scoop of Dalaran."	"Popo Wei"	NA	NA	"Battlecry"	"4"	NA	NA	NA	NA
"264"	"EX1_241"	"Lava Burst"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_241.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_241_premium.gif"	"enUS"	"3"	"Deal $5 damage. <b>Overload:</b> (2)"	"It's like an ocean of liquid magma in your mouth!"	"Dan Scott"	NA	NA	"Overload"	NA	NA	NA	NA	NA
"265"	"EX1_259"	"Lightning Storm"	"Classic"	"Spell"	"Neutral"	"Rare"	NA	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_259.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_259_premium.gif"	"enUS"	"3"	"Deal $2-$3 damage to all enemy minions. <b>Overload:</b> (2)"	"An umbrella won't be effective, I'm afraid."	"Christopher Moeller"	NA	NA	"Overload"	NA	NA	NA	NA	NA
"266"	"EX1_575"	"Mana Tide Totem"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	"Shaman"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_575.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_575_premium.gif"	"enUS"	"3"	"At the end of your turn, draw a card."	"It is said that some shaman can say \"Floatin' totem\" 10 times, fast."	"Scott Altmann"	NA	NA	NA	"0"	NA	"Totem"	NA	NA
"267"	"EX1_155"	"Mark of Nature"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Druid"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_155.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_155_premium.gif"	"enUS"	"3"	"<b>Choose One</b> - Give a minion +4 Attack; or +4 Health and <b>Taunt</b>."	"Druids call it the \"Mark of Nature.\"  Everyone else calls it \"needing a bath.\""	"Clint Langley"	NA	NA	NA	NA	NA	NA	NA	NA
"268"	"EX1_085"	"Mind Control Tech"	"Classic"	"Minion"	"Alliance"	"Rare"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_085.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_085_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> If your opponent has 4 or more minions, take control of one at random."	"Mind Control technology is getting better, but that's not saying much."	"Leo Che"	NA	NA	"Battlecry"	"3"	NA	NA	NA	NA
"269"	"EX1_294"	"Mirror Entity"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_294.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_294_premium.gif"	"enUS"	"3"	"<b>Secret:</b> After your opponent plays a minion, summon a copy of it."	"\"You go first.\" - Krush'gor the Behemoth, to his pet boar."	"Raven Mimura"	NA	NA	"Secret"	NA	NA	NA	NA	NA
"270"	"EX1_507"	"Murloc Warleader"	"Classic"	"Minion"	"Neutral"	"Epic"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_507.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_507_premium.gif"	"enUS"	"3"	"ALL other Murlocs have +2/+1."	"Do Murlocs ever get tired of making the same old sound?  Nope!  Mrglglrglglglglglglgl!"	"Tim McBurnie"	NA	NA	"Aura"	"3"	NA	"Murloc"	NA	NA
"271"	"EX1_133"	"Perdition's Blade"	"Classic"	"Weapon"	"Neutral"	"Rare"	NA	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_133.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_133_premium.gif"	"enUS"	"3"	"<b>Battlecry:</b> Deal 1 damage. <b>Combo:</b> Deal 2 instead."	"Perdition's Blade is Ragnaros's back-up weapon while Sulfuras is in the shop."	"Daren Bader"	NA	NA	"Battlecry"	"2"	NA	NA	"2"	NA
"272"	"EX1_044"	"Questing Adventurer"	"Classic"	"Minion"	"Alliance"	"Rare"	"2"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_044.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_044_premium.gif"	"enUS"	"3"	"Whenever you play a card, gain +1/+1."	"\"Does anyone have some extra Boar Pelts?\""	"Attila Adorjany"	NA	NA	NA	"2"	"Questing"	NA	NA	NA
"273"	"EX1_412"	"Raging Worgen"	"Classic"	"Minion"	"Neutral"	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_412.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_412_premium.gif"	"enUS"	"3"	"<b>Enrage:</b> <b>Windfury</b> and +1 Attack"	"If he's raging now, just wait until he gets nerfed."	"Alex Horley Orlandelli"	NA	NA	"Enrage"	"3"	NA	NA	NA	NA
"274"	"EX1_020"	"Scarlet Crusader"	"Classic"	"Minion"	"Alliance"	"Common"	"1"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_020.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_020_premium.gif"	"enUS"	"3"	"<b>Divine Shield</b>"	"Never wash your whites with a Scarlet Crusader."	"Gonzalo Ordonez"	NA	NA	"Divine Shield"	"3"	NA	NA	NA	NA
"275"	"EX1_317"	"Sense Demons"	"Classic"	"Spell"	"Neutral"	"Common"	NA	"TRUE"	"Warlock"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_317.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_317_premium.gif"	"enUS"	"3"	"Put 2 random Demons from your deck into your hand."	"Generally demons are pretty obvious and you don’t need a spell to sense them."	"Raven Mimura"	NA	NA	NA	NA	NA	NA	NA	NA
"276"	"EX1_625"	"Shadowform"	"Classic"	"Spell"	NA	"Epic"	NA	"TRUE"	"Priest"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_625.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_625_premium.gif"	"enUS"	"3"	"Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage."	"If a bright light shines on a priest in Shadowform… do they cast a shadow?"	"Alex Horley Orlandelli"	NA	NA	NA	NA	NA	NA	NA	NA
"277"	"EX1_134"	"SI:7 Agent"	"Classic"	"Minion"	"Neutral"	"Rare"	"3"	"TRUE"	"Rogue"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_134.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_134_premium.gif"	"enUS"	"3"	"<b>Combo:</b> Deal 2 damage."	"The agents of SI:7 are responsible for Stormwind's covert activities.  Their duties include espionage, assassination, and throwing surprise birthday parties for the royal family."	"Chris Moeller"	NA	NA	"Combo"	"3"	NA	NA	NA	NA
"278"	"NEW1_027"	"Southsea Captain"	"Classic"	"Minion"	NA	"Epic"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/NEW1_027.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/NEW1_027_premium.gif"	"enUS"	"3"	"Your other Pirates have +1/+1."	"When he saves enough plunder, he's going to commission an enormous captain's hat.  He has hat envy."	"Ken Steacy"	NA	NA	"Aura"	"3"	NA	"Pirate"	NA	NA
"279"	"tt_010"	"Spellbender"	"Classic"	"Spell"	"Neutral"	"Epic"	NA	"TRUE"	"Mage"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/tt_010.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/tt_010_premium.gif"	"enUS"	"3"	"<b>Secret:</b> When an enemy casts a spell on a minion, summon a 1/3 as the new target."	"While it's fun to intercept enemy lightning bolts, a spellbender much prefers to intercept opposing Marks of the Wild.  It just feels meaner.  And blood elves... well, they're a little mean."	"Gonzalo Ordonez"	NA	NA	"Secret"	NA	NA	NA	NA	NA
"280"	"EX1_366"	"Sword of Justice"	"Classic"	"Weapon"	"Neutral"	"Epic"	NA	"TRUE"	"Paladin"	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_366.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_366_premium.gif"	"enUS"	"3"	"After you summon a minion, give it +1/+1 and this loses 1 Durability."	"I dub you Sir Loin of Beef!"	"Efrem Palacios"	NA	NA	NA	"1"	NA	NA	"5"	NA
"281"	"EX1_390"	"Tauren Warrior"	"Classic"	"Minion"	"Neutral"	"Common"	"3"	"TRUE"	NA	"http://wow.zamimg.com/images/hearthstone/cards/enus/original/EX1_390.png"	"http://wow.zamimg.com/images/hearthstone/cards/enus/animated/EX1_390_premium.gif"	"enUS"	"3"	"<b>Taunt</b>. <b>Enrage:</b> +3 Attack"	"Tauren Warrior: Champion of Mulgore, Slayer of Quilboar, Rider of Thunderbluff Elevators."	"Paul Warzecha"	NA	NA	"Taunt"	"2"	NA	NA	NA	NA
